"","phthalate","species","effect","b.lab","b.parm","b","ci.lb","ci.ub","pval","tau","I2","QEp","AICc"
"17","DEHP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","dose100",-2.10866096815514,-3.30236318438907,-0.91495875192121,0.000535672557858397,2.02814745822996,22.9444014414841,0.117105425026394,654.586652002399
"18","DEHP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",0.0833814931336806,-0.0869755201186502,0.253738506386011,0.337403967492205,2.02814745822996,22.9444014414841,0.117105425026394,654.586652002399
"19","DEHP","Rat","AGD log(Ratio of mean)","Highest Doses-Overall","intrcpt",-8.08256399352716,-12.3099481247159,-3.85517986233845,0.000178704823184991,7.2557235282867,81.7649696214709,1.09188194322235e-16,129.895474439339
"20","DEHP","Rat","AGD log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-1.87391691143986,-2.44934583831147,-1.29848798456825,1.73954157266018e-10,4.22179788989889,65.262810878407,0.00449690958404441,120.97032318537
"21","DEHP","Rat","AGD log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-11.4440540966469,-19.0311778943781,-3.85693029891567,0.00311338147336374,5.2147870786428,63.5094938953087,0.00111800325516311,120.829429707942
"22","DEHP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",-1.33887303401191,-3.53219501203492,0.854448944011102,0.231531162964207,4.46436648432329,67.3515509037883,0.00375200602951441,117.231071295784
"23","DEHP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",-0.0731996193509518,-0.365110138474048,0.218710899772144,0.6230859389036,4.46436648432329,67.3515509037883,0.00375200602951441,117.231071295784
"24","DEHP","Mouse","AGD log(Ratio of mean)","Overall","intrcpt",-1.5742661215306,-4.61453064904736,1.46599840598617,0.310162839023593,3.93857330382268,82.3871331908487,6.44041120125564e-06,68.8403526106626
"25","DEHP","Mouse","AGD log(Ratio of mean)","Overall minus Do et al. 2012","intrcpt",-4.48364503728593,-7.11684883503193,-1.85044123953993,0.000845975346665367,2.4754899689165,80.2428946997787,0.00045491060273736,37.7052065626947
"26","DEHP","Mouse","AGD log(Ratio of mean)","Overall minus Pocar et al. 2012","intrcpt",-1.0828531028849,-5.32086078341722,3.15515457764743,0.616518722208539,5.10389759202876,85.1377561470894,6.69848282560555e-05,59.5301226788139
"27","DEHP","Mouse","AGD log(Ratio of mean)","Overall minus Liu et al. 2008","intrcpt",0.309561180009417,-2.37603261051597,2.9951549705348,0.821263811701235,2.19033998219828,38.5437421649774,0.186305790903573,47.1668530415401
"28","DEHP","Mouse","AGD log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-1.76780231802258,-2.70693640092381,-0.828668235121351,0.000224795236610255,1.59674736528494,40.1241820978001,0.0947231492837601,60.6394146334663
"29","DEHP","Mouse","AGD log(Ratio of mean)","Linear in dose100","dose100",-2.02840389031117,-3.50598088695634,-0.550826893666005,0.0071319329304447,2.81026621214777,69.8091020759631,0.00545661639525063,64.5720234623361
"30","DEHP","Mouse","AGD log(Ratio of mean)","LinearQuadratic in dose100","dose100",-5.71001547652202,-7.1520967133017,-4.26793423974233,8.45243456297802e-15,0.000436538523334211,5.4762818512602e-06,0.185436799894205,59.6810575441086
"31","DEHP","Mouse","AGD log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",0.957417531334313,0.424947046165389,1.48988801650324,0.000424849635147048,0.000436538523334211,5.4762818512602e-06,0.185436799894205,59.6810575441086
"32","DEHP","Mouse","AGD log(Ratio of mean)","Highest Doses-Overall","intrcpt",-2.27467860168542,-5.10424339280604,0.554886189435199,0.115115909359647,0.00109452770397976,6.4605794865294e-06,0.318694995605777,28.2465859195259
"33","DEHP","Mouse","AGD log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-1.00777214358809,-2.64591323319858,0.630368946022407,0.227911901403398,1.14440676752811,22.4986076776558,0.194679685514739,27.4583014306951
"34","DBP","Rat","AGD log(Ratio of mean)","Overall","intrcpt",-6.88318444359282,-8.94101086424293,-4.82535802294272,5.53272156343754e-11,7.83717983885505,89.1239002809021,1.7302785615585e-122,500.28355178751
"35","DBP","Rat","AGD log(Ratio of mean)","Overall minus Struve et al. 2009","intrcpt",-6.86855300905678,-8.93654461174604,-4.80056140636752,7.52739943330597e-11,7.85892167831649,89.4521424470979,1.72299123910504e-123,484.301895618892
"36","DBP","Rat","AGD log(Ratio of mean)","Overall minus Barlow et al. 2004","intrcpt",-6.83621719085962,-8.93887886932465,-4.7335555123946,1.86243941082699e-10,7.88954601677553,89.267067585185,2.85001066011888e-121,486.795043015605
"37","DBP","Rat","AGD log(Ratio of mean)","Overall minus Li et al. 2009","intrcpt",-6.61245325865859,-8.63515705346241,-4.58974946385476,1.48071086665378e-10,7.35399053732293,87.2453571723709,6.86760688257233e-98,466.343469369312
"38","DBP","Rat","AGD log(Ratio of mean)","Overall minus Johnson et al. 2011","intrcpt",-6.77572782900935,-8.85658924765642,-4.69486641036228,1.74721427020794e-10,7.79207843939989,89.0252418035377,1.26409809195993e-119,485.435350075623
"39","DBP","Rat","AGD log(Ratio of mean)","Overall minus Mylchreest et al. 1998","intrcpt",-6.55009045771752,-8.62274337318091,-4.47743754225412,5.86689407674857e-10,7.73716603454991,89.2021061688897,7.09681519201007e-121,476.042338159802
"40","DBP","Rat","AGD log(Ratio of mean)","Overall minus Jiang et al. 2007","intrcpt",-6.93734188142296,-9.09365030597909,-4.78103345686682,2.86974858827078e-10,8.03668125369124,89.1660430515583,3.29690415133222e-122,481.614826406471
"41","DBP","Rat","AGD log(Ratio of mean)","Overall minus Mylchreest et al. 2000","intrcpt",-7.1647710922307,-9.36582386055736,-4.96371832390404,1.77100258651531e-10,8.07097532360713,89.2739021191642,9.39980453138308e-122,467.832549805912
"42","DBP","Rat","AGD log(Ratio of mean)","Overall minus Mylchreest et al. 1999","intrcpt",-6.59044837680454,-8.65330884483207,-4.527587908777,3.80769776161179e-10,7.65627200903361,88.8908119720032,5.76806721459929e-118,476.030696237743
"43","DBP","Rat","AGD log(Ratio of mean)","Overall minus Scarano et al. 2010","intrcpt",-6.86096268789299,-8.92707250454863,-4.79485287123734,7.5913706294436e-11,7.85505287507601,89.3027141111537,5.66350329231893e-123,492.788930020843
"44","DBP","Rat","AGD log(Ratio of mean)","Overall minus Kim et al. 2010","intrcpt",-7.00787532374403,-9.06923049371672,-4.94652015377135,2.67962740133938e-11,7.59833398868408,85.0695400766139,1.23382533508219e-54,476.645142007574
"45","DBP","Rat","AGD log(Ratio of mean)","Overall minus Drake et al. 2009","intrcpt",-6.71459177098832,-8.81009763219415,-4.6190859097825,3.37969519955045e-10,7.86198693971109,89.2623583802647,1.3889441920553e-120,486.398573560542
"46","DBP","Rat","AGD log(Ratio of mean)","Overall minus Lee et al. 2004","intrcpt",-7.15095208996724,-9.20951549508675,-5.09238868484773,9.8661680479501e-12,7.53794500160585,88.373298009933,3.16199627758643e-111,468.140582850978
"47","DBP","Rat","AGD log(Ratio of mean)","Overall minus Martino-Andrade et al. 2009","intrcpt",-6.76006697595407,-8.87572012467274,-4.6444138272354,3.78612762143406e-10,7.94484821538458,89.3505903728512,1.77686747630488e-121,487.546957491759
"48","DBP","Rat","AGD log(Ratio of mean)","Overall minus Wolfe and Patel 2002","intrcpt",-9.16977082062342,-12.3622985455479,-5.97724309569899,1.80704639345336e-08,9.50063384052629,94.3456209189506,2.55514814723446e-131,297.193207313192
"49","DBP","Rat","AGD log(Ratio of mean)","Overall minus Ema et al. 1998","intrcpt",-6.28639499562463,-8.23373325144202,-4.33905673980724,2.49725139636507e-10,7.1572527973367,87.5388508533172,5.2771378092178e-110,468.322204352955
"50","DBP","Rat","AGD log(Ratio of mean)","Overall minus Clewell et al. 2013","intrcpt",-6.82150337889292,-8.90916698374449,-4.73383977404136,1.51119204436156e-10,7.89659397489473,89.2529253589419,3.98349684233587e-122,494.001731377473
"51","DBP","Rat","AGD log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-4.13928121650872,-5.62957729679356,-2.64898513622387,5.21620082516409e-08,6.37984518867765,84.3057996985485,1.8623286643441e-104,471.149964966241
"52","DBP","Rat","AGD log(Ratio of mean)","Linear in dose100","dose100",-2.42043125574137,-2.79713254459379,-2.04372996688895,2.29505464284917e-36,4.95424880698654,76.5750025822285,3.55543525418246e-63,449.242719707469
"53","DBP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","dose100",-3.63651411035895,-4.84926312864343,-2.42376509207447,4.1753798785809e-09,4.90103357025173,75.5654964197114,2.52094991566756e-58,441.748946620744
"54","DBP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",0.179146082510454,0.00937737985698142,0.348914785163927,0.0386188734285688,4.90103357025173,75.5654964197114,2.52094991566756e-58,441.748946620744
"55","DBP","Rat","AGD log(Ratio of mean)","Highest Doses-Overall","intrcpt",-16.0705936264349,-19.4052853830563,-12.7359018698135,3.53758376746364e-21,6.71198336116016,83.0665397456553,3.32390768502077e-17,143.78407157959
"56","DBP","Rat","AGD log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-2.49123616703661,-3.03188865689727,-1.95058367717595,1.69821261182017e-19,7.00107785501165,84.1411375613439,1.32548970334191e-15,145.836573835725
"57","DBP","Rat","AGD log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-14.4391231282265,-28.0719201103172,-0.806326146135701,0.0379042997074363,5.98718425265561,79.1829812126732,5.44789452682981e-12,136.69899118428
"58","DBP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",-5.20397552704079,-6.93288272576103,-3.47506832832055,3.64711393464058e-09,5.48418048818443,76.5880297424311,7.88482293846777e-11,134.33531661922
"59","DBP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",0.372450430728072,0.144531896800407,0.600368964655737,0.0013607368887967,5.48418048818443,76.5880297424311,7.88482293846777e-11,134.33531661922
"60","BzBP","Rat","AGD log(Ratio of mean)","Overall","intrcpt",-5.34089392188117,-8.35332929997718,-2.32845854378515,0.000511013444067994,5.77829112363086,94.8653547463286,8.10414176712027e-34,102.072692984134
"61","BzBP","Rat","AGD log(Ratio of mean)","Overall minus Ashby et al. 1997","intrcpt",-6.0001355599506,-8.9217767077753,-3.07849441212589,5.69385345572792e-05,5.36003090253206,93.7930157915878,4.12111753792309e-24,94.059099734456
"62","BzBP","Rat","AGD log(Ratio of mean)","Overall minus Aso et al. 2005","intrcpt",-5.405024933327,-9.64510921781162,-1.16494064884238,0.0124736440958343,6.67638731963534,97.3705095358634,3.09532613540222e-34,66.3320511417774
"63","BzBP","Rat","AGD log(Ratio of mean)","Overall minus Tyl et al. 2004","intrcpt",-3.72309659692996,-6.82056832322014,-0.625624870639788,0.0184810774740437,4.47111228453604,90.7795490900239,1.92425357391196e-15,60.6529299497984
"64","BzBP","Rat","AGD log(Ratio of mean)","Overall minus Nagao et al. 2000","intrcpt",-5.72129958361498,-9.37957355660172,-2.06302561062824,0.00217484771425024,6.31720320601728,93.5855365078392,2.76373568940396e-29,84.9661795286464
"65","BzBP","Rat","AGD log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-4.68348715328163,-7.0941170802068,-2.27285722635646,0.000140145237785439,3.91014372436824,88.95268366263,1.07408472511334e-12,90.4318570069799
"66","BzBP","Rat","AGD log(Ratio of mean)","Linear in dose100","dose100",-2.0654557431151,-2.50401406838123,-1.62689741784897,2.68762905995652e-20,2.35968125031074,76.6412548485719,1.20015934432229e-06,82.9237522074428
"67","BzBP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","dose100",-2.00510921980342,-3.45492364003031,-0.555294799576531,0.00671511325658162,2.50136006617682,77.7003422836845,7.13451704574383e-07,82.1443142725438
"68","BzBP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",-0.0107461380400249,-0.24055549632964,0.219063220249591,0.926976069552016,2.50136006617682,77.7003422836845,7.13451704574383e-07,82.1443142725438
"69","BzBP","Rat","AGD log(Ratio of mean)","Highest Doses-Overall","intrcpt",-8.56796069049021,-15.4126515107418,-1.72326987023864,0.0141505412169632,8.23743473778477,95.8586555799443,5.24035181445457e-30,45.5549983420411
"70","BzBP","Rat","AGD log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-2.02134669794766,-2.59187696908592,-1.4508164268094,3.81129088008044e-12,3.14631383858164,79.0885802348263,0.000255646959646889,38.03319805916
"71","BzBP","Rat","AGD log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-4.53690658403818,-7.88503890176615,-1.18877426631021,0.00791062512734333,5.27206054421843,86.9865446261426,2.33884792310862e-05,55.542321717671
"72","BzBP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",-0.817867389811485,-3.61094698687472,1.97521220725175,0.566025236960573,3.17463144644612,78.7387208963146,0.000549383698677379,52.6424493945729
"73","BzBP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",-0.183066403333892,-0.598731090083904,0.232598283416119,0.388025133582545,3.17463144644612,78.7387208963146,0.000549383698677379,52.6424493945729
"74","DINP","Rat","AGD log(Ratio of mean)","Overall","intrcpt",-1.02543964687627,-3.15510362696558,1.10422433321303,0.345308362343691,0.750757311128258,4.6307261899698,0.508178032215565,55.610083999227
"75","DINP","Rat","AGD log(Ratio of mean)","Overall minus Boberg et al. 2011","intrcpt",0.0864731201513932,-2.45068752911943,2.62363376942222,0.946740336721777,0,0,0.314530458397687,39.7538251105595
"76","DINP","Rat","AGD log(Ratio of mean)","Overall minus Masutomi et al. 2003","intrcpt",-0.449530876303644,-2.58036088940526,1.68129913679797,0.679251970259638,0,0,0.575578296806205,37.1462929621471
"77","DINP","Rat","AGD log(Ratio of mean)","Overall minus Clewell et al. 2013","intrcpt",-3.67170777266588,-6.8566243716163,-0.486791173715464,0.0238504286766156,0,0,0.901321371690901,40.3107148384893
"78","DINP","Rat","AGD log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-3.85845119531481,-8.1078142295409,0.390911838911282,0.0751314677658796,0,0,0.747619059521792,54.1322891144458
"79","DINP","Rat","AGD log(Ratio of mean)","Linear in dose100","dose100",-0.363746086821311,-0.749813888509081,0.0223217148664585,0.0647989631003386,0,0,0.773291512297078,52.7063328276533
"80","DINP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","dose100",0.223052354622764,-1.32945984035038,1.77556454959591,0.778256588681853,0,0,0.749399810749383,53.0255989141367
"81","DINP","Rat","AGD log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",-0.0785911463054916,-0.27999072381526,0.122808431204277,0.444374622220473,0,0,0.749399810749383,53.0255989141367
"82","DINP","Rat","AGD log(Ratio of mean)","Highest Doses-Overall","intrcpt",-2.81576869408068,-6.85084644419794,1.21930905603658,0.171403719115962,0,0,0.532910047136511,27.4023952040963
"83","DINP","Rat","AGD log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-0.37663487467041,-0.869365768664387,0.116096019323566,0.134091119441156,0,0,0.642448072669632,26.7234050921963
"84","DINP","Rat","AGD log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-45.4171492378388,-124.998388309086,34.1640898334089,0.263330116513306,0,0,0.930345946982745,34.8971744313628
"85","DINP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",1.09308080111479,-2.17999461063789,4.36615621286747,0.512756050998605,0,0,0.761115549103644,34.6644637794814
"86","DINP","Rat","AGD log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",-0.174543477598361,-0.558824196212005,0.209737241015283,0.373341413242326,0,0,0.761115549103644,34.6644637794814
"87","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall","intrcpt",-56.9745163570786,-80.6399392685415,-33.3090934456158,2.37456680997069e-06,59.2520677153962,94.7797241906304,3.05119979288523e-115,311.440815082611
"88","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Struve et al. 2009","intrcpt",-45.2296874065606,-67.109616947673,-23.3497578654483,5.08702080533087e-05,51.2016824785092,93.916411299012,5.36501744714293e-110,254.228625403837
"89","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Howdeshell et al. 2008","intrcpt",-62.1872028960401,-90.8782189721714,-33.4961868199089,2.15511616663657e-05,65.1327531867014,95.2626123612836,1.829694094185e-107,258.666673743175
"90","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Johnson et al. 2007","intrcpt",-61.6300041312596,-87.6000305121519,-35.6599777503673,3.29959676553601e-06,62.1768010382351,95.6548203866522,1.67211195905575e-116,279.21699396643
"91","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Johnson et al. 2011","intrcpt",-52.6345307474492,-75.5832842102965,-29.6857772846019,6.94683279366845e-06,54.8362735887995,94.1648562419087,6.23151691047564e-111,286.407448393955
"92","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Kuhl et al. 2007","intrcpt",-56.0765802392844,-81.3578555140818,-30.795304964487,1.37754350995225e-05,61.0908748513883,95.2382645952024,7.45266287954581e-115,290.386334391233
"93","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Martino-Andrade et al. 2009","intrcpt",-56.6072478654638,-82.0680114532096,-31.146484277718,1.31488316415481e-05,61.5847500511805,95.284988973739,1.54457844464192e-115,290.626108038795
"94","DBP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Furr et al. 2014","intrcpt",-70.7866533639401,-101.68587747919,-39.8874292486899,7.12039691911063e-06,60.7404721159094,91.6087969496009,1.58987376831266e-18,201.047409045001
"95","DBP","Rat","Fetal testes T log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-53.7155550371747,-74.6412937343277,-32.7898163400216,4.87543701059111e-07,39.5001360929386,88.0114716485604,1.4119321280476e-43,285.607805425791
"96","DBP","Rat","Fetal testes T log(Ratio of mean)","Linear in dose100","dose100",-29.4333739334367,-35.8279472710465,-23.0388005958268,1.8560821478812e-19,35.2502293342269,86.1161234365333,8.28970714339259e-27,285.724960399813
"97","DBP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","dose100",-44.9766696216854,-66.5234290865633,-23.4299101568075,4.29099566751661e-05,32.9029617777917,83.9925806551357,1.89129036433924e-17,276.999747379427
"98","DBP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",3.29179636304119,-1.04825166168361,7.63184438776599,0.137127373383055,32.9029617777917,83.9925806551357,1.89129036433924e-17,276.999747379427
"99","DBP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Overall","intrcpt",-116.720395315767,-164.820298479149,-68.6204921523847,1.97372353084099e-06,71.0449285229105,94.0626420497704,6.37182670709375e-20,112.131078560549
"100","DBP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-160.892876758777,-246.189632192846,-75.5961213247084,0.000218140801361301,37.5405314664005,81.1976421991225,2.48238320699932e-07,99.437536817588
"101","DBP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-29.7729144426734,-37.5000796937474,-22.0457491915995,4.29354417348315e-14,42.4478951638889,86.5508134467795,2.55465400266865e-18,104.160220023489
"102","DBP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",-49.9165646154083,-86.8150978007837,-13.018031430033,0.00801466374624171,37.9190454810135,77.0589849040085,0.000135970521339124,99.6737210234233
"103","DBP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","I(dose100^2)",3.98342923018205,-3.07580300397257,11.0426614643367,0.268734675756955,37.9190454810135,77.0589849040085,0.000135970521339124,99.6737210234233
"104","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall","intrcpt",-110.137301720575,-136.729924846012,-83.5446785951385,4.75954608127721e-16,76.7617512179402,98.4855025629865,1.5459894893834e-166,386.87193202227
"105","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Culty et al. 2008","intrcpt",-105.458082837462,-134.094048015718,-76.8221176592061,5.27624899280312e-13,77.6635170660294,98.6431815832153,5.20182979643307e-153,341.257503320606
"106","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Howdeshell et al. 2008","intrcpt",-114.344390526845,-143.480672546883,-85.208108506807,1.45062419402872e-14,79.2977244102036,98.719732819208,8.04721608234874e-166,342.298235873511
"107","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Lin et al. 2008","intrcpt",-117.280579468486,-144.051424056395,-90.5097348805761,8.97213415943019e-18,73.8951890490252,98.4926183999253,1.1330049050573e-158,349.800681563475
"108","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Saillenfait et al. 2013a","intrcpt",-110.309675311383,-137.816648065161,-82.8027025576055,3.84335872855834e-15,76.9170596824617,98.4003066611131,1.62734784210771e-130,363.949336670155
"109","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Hannas et al. 2011b","intrcpt",-117.566242463658,-154.202306712901,-80.9301782144156,3.18317967690315e-10,84.8293796912618,96.7383170306484,7.73909390565822e-96,252.172142787739
"110","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Martino-Andrade et al. 2009","intrcpt",-112.39673870068,-139.420927143365,-85.3725502579949,3.58790569975078e-16,76.8734616745727,98.524630605088,5.71350563214415e-166,375.36645971032
"111","DEHP","Rat","Fetal testes T log(Ratio of mean)","Overall minus Furr et al. 2014","intrcpt",-92.9464247939262,-119.608306782569,-66.2845428052833,8.33528171657464e-12,67.0485148186707,98.2978130279811,1.27012708323298e-128,287.658058446098
"112","DEHP","Rat","Fetal testes T log(Ratio of mean)","Trend in log10(dose)","log10(dose)",-132.827513673906,-171.025880331756,-94.6291470160567,9.4001931496984e-12,47.7371087723296,96.0609465703029,7.0400974784922e-101,349.39196226268
"113","DEHP","Rat","Fetal testes T log(Ratio of mean)","Linear in dose100","dose100",-23.0059104808877,-26.2415974623038,-19.7702234994716,3.85758279273593e-44,48.5184140906828,96.5524170611124,1.17675031442779e-148,358.317951960698
"114","DEHP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","dose100",-34.2276991594393,-47.0150819830205,-21.4403163358581,1.55275603187525e-07,46.7180065574643,95.4874113161474,1.40931273680737e-97,348.012302601562
"115","DEHP","Rat","Fetal testes T log(Ratio of mean)","LinearQuadratic in dose100","I(dose100^2)",1.52652760777921,-0.158301623317258,3.21135683887567,0.0757639907636829,46.7180065574643,95.4874113161474,1.40931273680737e-97,348.012302601562
"116","DEHP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Overall","intrcpt",-162.100218262314,-214.751379912582,-109.449056612045,1.59696697920936e-09,77.3728361609249,96.2886024544273,3.77954598644128e-47,99.2563341818897
"117","DEHP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Trend in log10(dose)","log10(dose)",-195.381920922095,-380.180322255258,-10.583519588932,0.0382456428122387,64.5855341295547,94.5102847745992,8.81435110284842e-48,92.777592246755
"118","DEHP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-Linear in dose100","dose100",-21.0264694721283,-26.2610835437253,-15.7918554005313,3.46762612477284e-15,60.1656567023097,93.5889958848265,8.42794378133516e-56,95.295117399659
"119","DEHP","Rat","Fetal testes T log(Ratio of mean)","Highest Doses-LinearQuadratic in dose100","dose100",-21.8707901900395,-73.2690876676296,29.5275072875506,0.404283384994179,64.5662911957179,92.6734319469792,4.12229426548911e-40,92.7100118750358
