study id	Exclude	Exclude Reason	study name	study identifier	study published	experiment id	experiment name	chemical	animal group id	animal group name	lifestage exposed	lifestage assessed	species	species strain	strain.abbr	generation	animal description	animal description (with N)	sex	route	treatment period	duration exposure	endpoint id	endpoint name	system	organ	effect	effect subtype	diagnostic	tags	observation time	data type	doses	dose units	response units	expected adversity direction	maximum endpoint change	low_dose	NOEL	LOEL	FEL	high_dose	key	dose index	dose	N	incidence	response	stdev	lower_ci	upper_ci	pairwise significant	percent control mean	percent control low	percent control high
174393	TRUE	I removed the PND370 and PND 540 data because these duplicate the PND180 data.	Barlow et al. 2004		FALSE	1212	Developmental toxicity	DBP	2269	Sprague Dawley rats	GD 12 to 21	PND 1, PND 180	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-11)	Male	oral gavage	developmental		23270	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 370	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				500	35817	0	0	10	0	0				FALSE			
174393	TRUE	I removed the PND370 and PND 540 data because these duplicate the PND180 data.	Barlow et al. 2004		FALSE	1212	Developmental toxicity	DBP	2269	Sprague Dawley rats	GD 12 to 21	PND 1, PND 180	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-11)	Male	oral gavage	developmental		23270	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 370	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				500	35818	1	100	9	0	0				FALSE			
174393	TRUE	I removed the PND370 and PND 540 data because these duplicate the PND180 data.	Barlow et al. 2004		FALSE	1212	Developmental toxicity	DBP	2269	Sprague Dawley rats	GD 12 to 21	PND 1, PND 180	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-11)	Male	oral gavage	developmental		23270	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 370	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				500	35819	2	500	11	2	22				TRUE			
174395	FALSE		Tyl et al. 2004		FALSE	1248	Two-generation study	BzBP	2323	Sprague Dawley rats (F2)	GD 0 - 21	PND 0 (AGD), PND 4 (Hypospadias)	Rat	Rat Crl:CD(SD)	SD	F2	F2 Rat, Crl:CD(SD) (♂)	F2 Rat, Crl:CD(SD) (♂, N=17-29)	Male	oral diet	developmental		25199	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)				PND 4	Dichotomous	0.0, 50.0, 250.0, 750.0 mg/kg-day	mg/kg-day	incidence	0	0	50				750	39942	0	0	29	0					FALSE			
174395	FALSE		Tyl et al. 2004		FALSE	1248	Two-generation study	BzBP	2323	Sprague Dawley rats (F2)	GD 0 - 21	PND 0 (AGD), PND 4 (Hypospadias)	Rat	Rat Crl:CD(SD)	SD	F2	F2 Rat, Crl:CD(SD) (♂)	F2 Rat, Crl:CD(SD) (♂, N=17-29)	Male	oral diet	developmental		25199	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)				PND 4	Dichotomous	0.0, 50.0, 250.0, 750.0 mg/kg-day	mg/kg-day	incidence	0	0	50				750	39943	1	50	28	0					FALSE			
174393	TRUE	I removed the PND370 and PND 540 data because these duplicate the PND180 data.	Barlow et al. 2004		FALSE	1212	Developmental toxicity	DBP	2269	Sprague Dawley rats	GD 12 to 21	PND 1, PND 180	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=8-10)	Male	oral gavage	developmental		23272	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 540	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				500	35823	0	0	9	0	0				FALSE			
174393	TRUE	I removed the PND370 and PND 540 data because these duplicate the PND180 data.	Barlow et al. 2004		FALSE	1212	Developmental toxicity	DBP	2269	Sprague Dawley rats	GD 12 to 21	PND 1, PND 180	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=8-10)	Male	oral gavage	developmental		23272	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 540	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				500	35824	1	100	10	0	0				FALSE			
174393	TRUE	I removed the PND370 and PND 540 data because these duplicate the PND180 data.	Barlow et al. 2004		FALSE	1212	Developmental toxicity	DBP	2269	Sprague Dawley rats	GD 12 to 21	PND 1, PND 180	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=8-10)	Male	oral gavage	developmental		23272	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 540	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				500	35825	2	500	8	2	26				TRUE			
174395	FALSE		Tyl et al. 2004		FALSE	1248	Two-generation study	BzBP	2323	Sprague Dawley rats (F2)	GD 0 - 21	PND 0 (AGD), PND 4 (Hypospadias)	Rat	Rat Crl:CD(SD)	SD	F2	F2 Rat, Crl:CD(SD) (♂)	F2 Rat, Crl:CD(SD) (♂, N=17-29)	Male	oral diet	developmental		25199	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)				PND 4	Dichotomous	0.0, 50.0, 250.0, 750.0 mg/kg-day	mg/kg-day	incidence	0	0	50				750	39944	2	250	26	0					FALSE			
174395	FALSE		Tyl et al. 2004		FALSE	1248	Two-generation study	BzBP	2323	Sprague Dawley rats (F2)	GD 0 - 21	PND 0 (AGD), PND 4 (Hypospadias)	Rat	Rat Crl:CD(SD)	SD	F2	F2 Rat, Crl:CD(SD) (♂)	F2 Rat, Crl:CD(SD) (♂, N=17-29)	Male	oral diet	developmental		25199	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)				PND 4	Dichotomous	0.0, 50.0, 250.0, 750.0 mg/kg-day	mg/kg-day	incidence	0	0	50				750	39945	3	750	17	1					FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35836	0	0	48	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35837	1	10	28	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35838	2	30	26	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35839	3	100	23	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35840	4	300	23	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35841	5	600	23	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2272	Wistar rats: Study 1	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F1	F1 Rat, Wistar Han IGS (♂)	F1 Rat, Wistar Han IGS (♂, N=23-48)	Male	oral gavage	developmental		23303	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 10.0, 30.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	10				900	35842	6	900	26	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2273	Wistar rats: Study 2	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F2	F2 Rat, Wistar Han IGS (♂)	F2 Rat, Wistar Han IGS (♂, N=20-49)	Male	oral gavage	developmental (GD 7 to 21, and PND 1 to 16)	GD 7 to 21, and PND 1 to 16	23305	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 3.0, 10.0, 30.0, 100.0 mg/kg-day	mg/kg-day	% animals affected	0	0	3				100	35848	0	0	37	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2273	Wistar rats: Study 2	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F2	F2 Rat, Wistar Han IGS (♂)	F2 Rat, Wistar Han IGS (♂, N=20-49)	Male	oral gavage	developmental (GD 7 to 21, and PND 1 to 16)	GD 7 to 21, and PND 1 to 16	23305	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 3.0, 10.0, 30.0, 100.0 mg/kg-day	mg/kg-day	% animals affected	0	0	3				100	35849	1	3	49	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2273	Wistar rats: Study 2	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F2	F2 Rat, Wistar Han IGS (♂)	F2 Rat, Wistar Han IGS (♂, N=20-49)	Male	oral gavage	developmental (GD 7 to 21, and PND 1 to 16)	GD 7 to 21, and PND 1 to 16	23305	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 3.0, 10.0, 30.0, 100.0 mg/kg-day	mg/kg-day	% animals affected	0	0	3				100	35850	2	10	26	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2273	Wistar rats: Study 2	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F2	F2 Rat, Wistar Han IGS (♂)	F2 Rat, Wistar Han IGS (♂, N=20-49)	Male	oral gavage	developmental (GD 7 to 21, and PND 1 to 16)	GD 7 to 21, and PND 1 to 16	23305	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 3.0, 10.0, 30.0, 100.0 mg/kg-day	mg/kg-day	% animals affected	0	0	3				100	35851	3	30	26	0	0				FALSE			
174416	FALSE		Christiansen et al. 2010		FALSE	1215	Developmental toxicity	DEHP	2273	Wistar rats: Study 2	GD 7 - 21, PND 1 - 16	PND 1, PND 16	Rat	Rat Wistar Han IGS	W	F2	F2 Rat, Wistar Han IGS (♂)	F2 Rat, Wistar Han IGS (♂, N=20-49)	Male	oral gavage	developmental (GD 7 to 21, and PND 1 to 16)	GD 7 to 21, and PND 1 to 16	23305	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 16	Continuous	0.0, 3.0, 10.0, 30.0, 100.0 mg/kg-day	mg/kg-day	% animals affected	0	0	3				100	35852	4	100	20	0	0				FALSE			
174413	FALSE		Li et al. 2015b		FALSE	1225	Developmental toxicity	DBP	2283	Wistar rat	GD 12.5 - 20.5	GD 15.5	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=22-25)	Male	oral gavage	developmental (GD 12.5-20.5)	GD 12.5-20.5	23354	Hypospadias (% animals affected)			Hypospadias (% animals affected)					Continuous	0.0, 100.0, 300.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				900	35986	0	0	25	0	0				FALSE			
174413	FALSE		Li et al. 2015b		FALSE	1225	Developmental toxicity	DBP	2283	Wistar rat	GD 12.5 - 20.5	GD 15.5	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=22-25)	Male	oral gavage	developmental (GD 12.5-20.5)	GD 12.5-20.5	23354	Hypospadias (% animals affected)			Hypospadias (% animals affected)					Continuous	0.0, 100.0, 300.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				900	35987	1	100	25	0	0				FALSE			
174413	FALSE		Li et al. 2015b		FALSE	1225	Developmental toxicity	DBP	2283	Wistar rat	GD 12.5 - 20.5	GD 15.5	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=22-25)	Male	oral gavage	developmental (GD 12.5-20.5)	GD 12.5-20.5	23354	Hypospadias (% animals affected)			Hypospadias (% animals affected)					Continuous	0.0, 100.0, 300.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				900	35988	2	300	22	5	22.7				FALSE			
174413	FALSE		Li et al. 2015b		FALSE	1225	Developmental toxicity	DBP	2283	Wistar rat	GD 12.5 - 20.5	GD 15.5	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=22-25)	Male	oral gavage	developmental (GD 12.5-20.5)	GD 12.5-20.5	23354	Hypospadias (% animals affected)			Hypospadias (% animals affected)					Continuous	0.0, 100.0, 300.0, 900.0 mg/kg-day	mg/kg-day	% animals affected	0	0	100				900	35989	3	900	23	10	43.5				FALSE			
173463	FALSE		Mylchreest et al. 1998		FALSE	1255	Developmental toxicity	DBP	2316	Sprague Dawley rats	GD 3 - PND 20	PND 1, PND 100	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-34)	Male	oral gavage	developmental (20 d (AGD), 39 d (hypospadia))	20 d (AGD), 39 d (hypospadia)	23474	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 100	Continuous	0.0, 250.0, 500.0, 750.0 mg/kg-day	mg/kg-day	% animals affected	0	0	250				750	36170	0	0	9	0	0				FALSE			
173463	FALSE		Mylchreest et al. 1998		FALSE	1255	Developmental toxicity	DBP	2316	Sprague Dawley rats	GD 3 - PND 20	PND 1, PND 100	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-34)	Male	oral gavage	developmental (20 d (AGD), 39 d (hypospadia))	20 d (AGD), 39 d (hypospadia)	23474	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 100	Continuous	0.0, 250.0, 500.0, 750.0 mg/kg-day	mg/kg-day	% animals affected	0	0	250				750	36171	1	250	32	1	3.1				FALSE			
173463	FALSE		Mylchreest et al. 1998		FALSE	1255	Developmental toxicity	DBP	2316	Sprague Dawley rats	GD 3 - PND 20	PND 1, PND 100	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-34)	Male	oral gavage	developmental (20 d (AGD), 39 d (hypospadia))	20 d (AGD), 39 d (hypospadia)	23474	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 100	Continuous	0.0, 250.0, 500.0, 750.0 mg/kg-day	mg/kg-day	% animals affected	0	0	250				750	36172	2	500	34	7	20.6				FALSE			
173463	FALSE		Mylchreest et al. 1998		FALSE	1255	Developmental toxicity	DBP	2316	Sprague Dawley rats	GD 3 - PND 20	PND 1, PND 100	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=9-34)	Male	oral gavage	developmental (20 d (AGD), 39 d (hypospadia))	20 d (AGD), 39 d (hypospadia)	23474	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 100	Continuous	0.0, 250.0, 500.0, 750.0 mg/kg-day	mg/kg-day	% animals affected	0	0	250				750	36173	3	750	14	6	42.9				FALSE			
182424	FALSE		Nagao et al. 2000		FALSE	1296	Developmental toxicity	BzBP	2365	Sprague-Dawley rat	GD 0 - 21	PND 0	Rat	Rat Crj:CD(SD)IGS	SD	F1	F1 Rat, Crj:CD(SD)IGS (♂)	F1 Rat, Crj:CD(SD)IGS (♂, N=20-24)	Male	oral gavage	developmental		25195	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)					Dichotomous	0.0, 20.0, 100.0, 500.0 mg/kg-day	mg/kg-day	incidence	0	0	20				500	39926	0	0	22	0					FALSE			
182424	FALSE		Nagao et al. 2000		FALSE	1296	Developmental toxicity	BzBP	2365	Sprague-Dawley rat	GD 0 - 21	PND 0	Rat	Rat Crj:CD(SD)IGS	SD	F1	F1 Rat, Crj:CD(SD)IGS (♂)	F1 Rat, Crj:CD(SD)IGS (♂, N=20-24)	Male	oral gavage	developmental		25195	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)					Dichotomous	0.0, 20.0, 100.0, 500.0 mg/kg-day	mg/kg-day	incidence	0	0	20				500	39927	1	20	20	0					FALSE			
182424	FALSE		Nagao et al. 2000		FALSE	1296	Developmental toxicity	BzBP	2365	Sprague-Dawley rat	GD 0 - 21	PND 0	Rat	Rat Crj:CD(SD)IGS	SD	F1	F1 Rat, Crj:CD(SD)IGS (♂)	F1 Rat, Crj:CD(SD)IGS (♂, N=20-24)	Male	oral gavage	developmental		25195	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)					Dichotomous	0.0, 20.0, 100.0, 500.0 mg/kg-day	mg/kg-day	incidence	0	0	20				500	39928	2	100	23	0					FALSE			
182424	FALSE		Nagao et al. 2000		FALSE	1296	Developmental toxicity	BzBP	2365	Sprague-Dawley rat	GD 0 - 21	PND 0	Rat	Rat Crj:CD(SD)IGS	SD	F1	F1 Rat, Crj:CD(SD)IGS (♂)	F1 Rat, Crj:CD(SD)IGS (♂, N=20-24)	Male	oral gavage	developmental		25195	Hypospadias (litters affected incidence)			Hypospadias (litter incidence)					Dichotomous	0.0, 20.0, 100.0, 500.0 mg/kg-day	mg/kg-day	incidence	0	0	20				500	39929	3	500	24	0					FALSE			
174398	FALSE		Jiang et al. 2007		FALSE	1259	Developmental toxicity	DBP	2325	Sprague Dawley rats	GD 14 - 18	PND 7, 35, 70	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=46-64)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23545	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 1	Continuous	0.0, 250.0, 500.0, 750.0 mg/kg-day	mg/kg-day	% animals affected	0	0	250				750	36283	0	0	61	0	0				FALSE			
174398	FALSE		Jiang et al. 2007		FALSE	1259	Developmental toxicity	DBP	2325	Sprague Dawley rats	GD 14 - 18	PND 7, 35, 70	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=46-64)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	23545	Hypospadias (% animals affected)			Hypospadias (% animals affected)				PND 1	Continuous	0.0, 250.0, 500.0, 750.0 mg/kg-day	mg/kg-day	% animals affected	0	0	250				750	36284	1	250	64	0	0				FALSE			
